 0.000000  0.127000  0.000000  0.785398
 0.000000  0.127000  0.785398  1.570796
 0.000000  0.127000  1.570796  2.356194
 0.000000  0.127000  2.356194  3.141593
 0.000000  0.127000  3.141593  3.926991
 0.000000  0.127000  3.926991  4.712389
 0.000000  0.127000  4.712389  5.497787
 0.000000  0.127000  5.497787  6.283185
 0.127000  0.179605  0.392699  1.178097
 0.127000  0.179605  1.178097  1.963495
 0.127000  0.179605  1.963495  2.748894
 0.127000  0.179605  2.748894  3.534292
 0.127000  0.179605  3.534292  4.319690
 0.127000  0.179605  4.319690  5.105088
 0.127000  0.179605  5.105088  5.890486
 0.127000  0.179605  5.890486  6.675884
 0.179605  0.219971  0.000000  0.785398
 0.179605  0.219971  0.785398  1.570796
 0.179605  0.219971  1.570796  2.356194
 0.179605  0.219971  2.356194  3.141593
 0.179605  0.219971  3.141593  3.926991
 0.179605  0.219971  3.926991  4.712389
 0.179605  0.219971  4.712389  5.497787
 0.179605  0.219971  5.497787  6.283185
 0.219971  0.254000  0.392699  1.178097
 0.219971  0.254000  1.178097  1.963495
 0.219971  0.254000  1.963495  2.748894
 0.219971  0.254000  2.748894  3.534292
 0.219971  0.254000  3.534292  4.319690
 0.219971  0.254000  4.319690  5.105088
 0.219971  0.254000  5.105088  5.890486
 0.219971  0.254000  5.890486  6.675884
 0.254000  0.311086  0.000000  0.392699
 0.254000  0.311086  0.392699  0.785398
 0.254000  0.311086  0.785398  1.178097
 0.254000  0.311086  1.178097  1.570796
 0.254000  0.311086  1.570796  1.963495
 0.254000  0.311086  1.963495  2.356194
 0.254000  0.311086  2.356194  2.748894
 0.254000  0.311086  2.748894  3.141593
 0.254000  0.311086  3.141593  3.534292
 0.254000  0.311086  3.534292  3.926991
 0.254000  0.311086  3.926991  4.319690
 0.254000  0.311086  4.319690  4.712389
 0.254000  0.311086  4.712389  5.105088
 0.254000  0.311086  5.105088  5.497787
 0.254000  0.311086  5.497787  5.890486
 0.254000  0.311086  5.890486  6.283185
 0.311086  0.359211  0.196350  0.589049
 0.311086  0.359211  0.589049  0.981748
 0.311086  0.359211  0.981748  1.374447
 0.311086  0.359211  1.374447  1.767146
 0.311086  0.359211  1.767146  2.159845
 0.311086  0.359211  2.159845  2.552544
 0.311086  0.359211  2.552544  2.945243
 0.311086  0.359211  2.945243  3.337942
 0.311086  0.359211  3.337942  3.730641
 0.311086  0.359211  3.730641  4.123340
 0.311086  0.359211  4.123340  4.516039
 0.311086  0.359211  4.516039  4.908739
 0.311086  0.359211  4.908739  5.301438
 0.311086  0.359211  5.301438  5.694137
 0.311086  0.359211  5.694137  6.086836
 0.311086  0.359211  6.086836  6.479535
 0.359211  0.401610  0.000000  0.392699
 0.359211  0.401610  0.392699  0.785398
 0.359211  0.401610  0.785398  1.178097
 0.359211  0.401610  1.178097  1.570796
 0.359211  0.401610  1.570796  1.963495
 0.359211  0.401610  1.963495  2.356194
 0.359211  0.401610  2.356194  2.748894
 0.359211  0.401610  2.748894  3.141593
 0.359211  0.401610  3.141593  3.534292
 0.359211  0.401610  3.534292  3.926991
 0.359211  0.401610  3.926991  4.319690
 0.359211  0.401610  4.319690  4.712389
 0.359211  0.401610  4.712389  5.105088
 0.359211  0.401610  5.105088  5.497787
 0.359211  0.401610  5.497787  5.890486
 0.359211  0.401610  5.890486  6.283185
 0.401610  0.439941  0.196350  0.589049
 0.401610  0.439941  0.589049  0.981748
 0.401610  0.439941  0.981748  1.374447
 0.401610  0.439941  1.374447  1.767146
 0.401610  0.439941  1.767146  2.159845
 0.401610  0.439941  2.159845  2.552544
 0.401610  0.439941  2.552544  2.945243
 0.401610  0.439941  2.945243  3.337942
 0.401610  0.439941  3.337942  3.730641
 0.401610  0.439941  3.730641  4.123340
 0.401610  0.439941  4.123340  4.516039
 0.401610  0.439941  4.516039  4.908739
 0.401610  0.439941  4.908739  5.301438
 0.401610  0.439941  5.301438  5.694137
 0.401610  0.439941  5.694137  6.086836
 0.401610  0.439941  6.086836  6.479535
 0.439941  0.491869  0.000000  0.261799
 0.439941  0.491869  0.261799  0.523599
 0.439941  0.491869  0.523599  0.785398
 0.439941  0.491869  0.785398  1.047198
 0.439941  0.491869  1.047198  1.308997
 0.439941  0.491869  1.308997  1.570796
 0.439941  0.491869  1.570796  1.832596
 0.439941  0.491869  1.832596  2.094395
 0.439941  0.491869  2.094395  2.356194
 0.439941  0.491869  2.356194  2.617994
 0.439941  0.491869  2.617994  2.879793
 0.439941  0.491869  2.879793  3.141593
 0.439941  0.491869  3.141593  3.403392
 0.439941  0.491869  3.403392  3.665191
 0.439941  0.491869  3.665191  3.926991
 0.439941  0.491869  3.926991  4.188790
 0.439941  0.491869  4.188790  4.450590
 0.439941  0.491869  4.450590  4.712389
 0.439941  0.491869  4.712389  4.974188
 0.439941  0.491869  4.974188  5.235988
 0.439941  0.491869  5.235988  5.497787
 0.439941  0.491869  5.497787  5.759587
 0.439941  0.491869  5.759587  6.021386
 0.439941  0.491869  6.021386  6.283185
 0.491869  0.538816  0.130900  0.392699
 0.491869  0.538816  0.392699  0.654498
 0.491869  0.538816  0.654498  0.916298
 0.491869  0.538816  0.916298  1.178097
 0.491869  0.538816  1.178097  1.439897
 0.491869  0.538816  1.439897  1.701696
 0.491869  0.538816  1.701696  1.963495
 0.491869  0.538816  1.963495  2.225295
 0.491869  0.538816  2.225295  2.487094
 0.491869  0.538816  2.487094  2.748894
 0.491869  0.538816  2.748894  3.010693
 0.491869  0.538816  3.010693  3.272492
 0.491869  0.538816  3.272492  3.534292
 0.491869  0.538816  3.534292  3.796091
 0.491869  0.538816  3.796091  4.057891
 0.491869  0.538816  4.057891  4.319690
 0.491869  0.538816  4.319690  4.581489
 0.491869  0.538816  4.581489  4.843289
 0.491869  0.538816  4.843289  5.105088
 0.491869  0.538816  5.105088  5.366887
 0.491869  0.538816  5.366887  5.628687
 0.491869  0.538816  5.628687  5.890486
 0.491869  0.538816  5.890486  6.152286
 0.491869  0.538816  6.152286  6.414085
 0.538816  0.581988  0.000000  0.261799
 0.538816  0.581988  0.261799  0.523599
 0.538816  0.581988  0.523599  0.785398
 0.538816  0.581988  0.785398  1.047198
 0.538816  0.581988  1.047198  1.308997
 0.538816  0.581988  1.308997  1.570796
 0.538816  0.581988  1.570796  1.832596
 0.538816  0.581988  1.832596  2.094395
 0.538816  0.581988  2.094395  2.356194
 0.538816  0.581988  2.356194  2.617994
 0.538816  0.581988  2.617994  2.879793
 0.538816  0.581988  2.879793  3.141593
 0.538816  0.581988  3.141593  3.403392
 0.538816  0.581988  3.403392  3.665191
 0.538816  0.581988  3.665191  3.926991
 0.538816  0.581988  3.926991  4.188790
 0.538816  0.581988  4.188790  4.450590
 0.538816  0.581988  4.450590  4.712389
 0.538816  0.581988  4.712389  4.974188
 0.538816  0.581988  4.974188  5.235988
 0.538816  0.581988  5.235988  5.497787
 0.538816  0.581988  5.497787  5.759587
 0.538816  0.581988  5.759587  6.021386
 0.538816  0.581988  6.021386  6.283185
 0.581988  0.622171  0.130900  0.392699
 0.581988  0.622171  0.392699  0.654498
 0.581988  0.622171  0.654498  0.916298
 0.581988  0.622171  0.916298  1.178097
 0.581988  0.622171  1.178097  1.439897
 0.581988  0.622171  1.439897  1.701696
 0.581988  0.622171  1.701696  1.963495
 0.581988  0.622171  1.963495  2.225295
 0.581988  0.622171  2.225295  2.487094
 0.581988  0.622171  2.487094  2.748894
 0.581988  0.622171  2.748894  3.010693
 0.581988  0.622171  3.010693  3.272492
 0.581988  0.622171  3.272492  3.534292
 0.581988  0.622171  3.534292  3.796091
 0.581988  0.622171  3.796091  4.057891
 0.581988  0.622171  4.057891  4.319690
 0.581988  0.622171  4.319690  4.581489
 0.581988  0.622171  4.581489  4.843289
 0.581988  0.622171  4.843289  5.105088
 0.581988  0.622171  5.105088  5.366887
 0.581988  0.622171  5.366887  5.628687
 0.581988  0.622171  5.628687  5.890486
 0.581988  0.622171  5.890486  6.152286
 0.581988  0.622171  6.152286  6.414085
 0.622171  0.659912  0.000000  0.261799
 0.622171  0.659912  0.261799  0.523599
 0.622171  0.659912  0.523599  0.785398
 0.622171  0.659912  0.785398  1.047198
 0.622171  0.659912  1.047198  1.308997
 0.622171  0.659912  1.308997  1.570796
 0.622171  0.659912  1.570796  1.832596
